Unnamed: 0,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
283658,172.31.69.25-18.218.55.126-80-57112-6,18.218.55.126,57112,172.31.69.25,80,6,20/02/2018 10:27:08,20250128,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098764808,20300000.0,0.0,20300000.0,20300000.0,20300000.0,20300000.0,0.0,20300000.0,20300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.098764808,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,20300000.0,0.0,20300000.0,20300000.0,ddos
890511,172.31.69.25-18.219.193.20-80-51866-6,18.219.193.20,51866,172.31.69.25,80,6,16/02/2018 11:21:07 PM,27205,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.51589781290205,27205.0,0.0,27205.0,27205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,36.75794890645103,36.75794890645103,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,225,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2290833,172.31.69.25-18.219.193.20-80-39646-6,172.31.69.25,80,18.219.193.20,39646,6,16/02/2018 11:18:35 PM,4017020,4,4,935.0,328.0,935.0,0.0,233.75,467.50000000000006,328.0,0.0,82.0,164.0,314.4121761903104,1.991526056629044,573860.0000000001,1462130.3296170284,3889293.0,6.0,127721.0,42573.66666666666,12404.947010500826,52163.0,28564.0,3936283.0,1312094.3333333335,2232022.2603409067,3889293.0,2079.0,0,0,0,0,136,136,0.9957630283145218,0.9957630283145218,0.0,935.0,140.33333333333334,317.1293111650199,100571.0,0,0,0,0,1,0,0,0,1.0,157.875,233.75,82.0,0,0,0,0,0,0,4,935,4,328,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
1424095,172.31.69.25-18.219.193.20-80-43082-6,18.219.193.20,43082,172.31.69.25,80,6,16/02/2018 11:25:07 PM,20554,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3046608932568,20554.0,0.0,20554.0,20554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,48.6523304466284,48.6523304466284,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,225,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2147959,172.31.69.25-18.219.193.20-80-59550-6,172.31.69.25,80,18.219.193.20,59550,6,16/02/2018 11:17:33 PM,4245800,4,4,935.0,373.0,935.0,0.0,233.75,467.50000000000006,373.0,0.0,93.25,186.5,308.0691506900937,1.8842149889302369,606542.857142857,1539531.7407613944,4096892.0,7.0,148891.0,49630.33333333333,46612.66521379498,92572.0,57.0,4189474.0,1396491.3333333335,2339067.9777219677,4096892.0,289.0,0,0,0,0,136,136,0.9421074944651184,0.9421074944651184,0.0,935.0,145.33333333333334,320.7915990171812,102907.25,0,0,0,0,1,0,0,0,1.0,163.5,233.75,93.25,0,0,0,0,0,0,4,935,4,373,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
1679486,172.31.69.25-18.219.193.20-80-38092-6,18.219.193.20,38092,172.31.69.25,80,6,16/02/2018 11:27:02 PM,1518,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317.5230566534915,1518.0,0.0,1518.0,1518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,658.7615283267457,658.7615283267457,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,225,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
3441911,172.31.69.25-18.219.193.20-80-47990-6,172.31.69.25,80,18.219.193.20,47990,6,16/02/2018 11:27:00 PM,3779513,4,4,935.0,327.0,935.0,0.0,233.75,467.50000000000006,327.0,0.0,81.75,163.5,333.9054528982967,2.116674820274464,539930.4285714284,1409389.1392431755,3736031.0,6.0,43476.0,14492.0,15339.554002642972,30576.0,25.0,3766607.0,1255535.6666666665,2148216.163438245,3736031.0,1509.0,0,0,0,0,136,136,1.058337410137232,1.058337410137232,0.0,935.0,140.22222222222223,317.0555068823824,100524.19444444444,0,0,0,0,1,0,0,0,1.0,157.75,233.75,81.75,0,0,0,0,0,0,4,935,4,327,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
924143,172.31.69.28-52.14.136.135-80-64905-6,52.14.136.135,64905,172.31.69.28,80,6,22/02/2018 12:14:59 AM,1765,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.1444759206795,1765.0,0.0,1765.0,1765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,566.5722379603399,566.5722379603399,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32738,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
3024497,172.31.69.25-18.219.193.20-80-39986-6,172.31.69.25,80,18.219.193.20,39986,6,16/02/2018 11:23:55 PM,4165061,4,4,935.0,308.0,935.0,0.0,233.75,467.50000000000006,308.0,0.0,77.0,154.0,298.4350049134935,1.9207401764343908,595008.7142857142,1547494.0016795662,4104283.0,4.0,60771.0,20257.0,17847.018686604213,33837.0,43.0,4131177.0,1377059.0,2361848.26190761,4104283.0,9685.0,0,0,0,0,136,136,0.9603700882171956,0.9603700882171956,0.0,935.0,138.11111111111111,315.7168210772291,99677.11111111114,0,0,0,0,1,0,0,0,1.0,155.375,233.75,77.0,0,0,0,0,0,0,4,935,4,308,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
162015,172.31.69.25-18.218.11.51-80-50504-6,18.218.11.51,50504,172.31.69.25,80,6,20/02/2018 10:49:01,1195801,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,822.8793921,5.853816814,199300.1667,487978.4681,1195382.0,2.0,377.0,188.5,263.75082940000004,375.0,2.0,1195797.0,398599.0,690034.3401,1195382.0,38.0,0,0,0,0,72,92,2.508778635,3.345038179,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
1901595,172.31.69.28-52.14.136.135-80-54240-6,172.31.69.28,80,52.14.136.135,54240,6,22/02/2018 12:18:00 AM,65238,4,3,935.0,341.0,935.0,0.0,233.75,467.50000000000006,341.0,0.0,113.66666666666669,196.8764417936624,19559.152641098743,107.29942671449156,10873.0,26276.68051333729,64509.0,6.0,65232.0,21744.0,37339.9247588958,64860.0,19.0,64856.0,32428.0,45369.38529449127,64509.0,347.0,0,0,0,0,92,72,61.3139581225666,45.98546859192496,0.0,935.0,159.5,335.3002918493894,112426.28571428572,0,1,0,0,0,0,1,1,0.0,182.28571428571428,233.75,113.66666666666669,0,0,0,0,0,0,4,935,3,341,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
478738,172.31.69.25-18.219.193.20-80-39858-6,18.219.193.20,39858,172.31.69.25,80,6,16/02/2018 11:18:04 PM,50052,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.958443219052185,50052.0,0.0,50052.0,50052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,19.979221609526093,19.979221609526093,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,225,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
1744788,172.31.69.25-18.219.193.20-80-52526-6,18.219.193.20,52526,172.31.69.25,80,6,16/02/2018 11:27:32 PM,8176,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.6183953033268,8176.0,0.0,8176.0,8176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,122.3091976516634,122.3091976516634,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,225,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
893732,172.31.69.25-18.219.193.20-80-53132-6,18.219.193.20,53132,172.31.69.25,80,6,16/02/2018 11:21:08 PM,4623,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.6195111399524,4623.0,0.0,4623.0,4623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,216.3097555699761,216.3097555699761,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,225,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2022735,172.31.69.25-18.219.193.20-80-47630-6,172.31.69.25,80,18.219.193.20,47630,6,16/02/2018 11:16:39 PM,4399893,4,4,935.0,307.0,935.0,0.0,233.75,467.50000000000006,307.0,0.0,76.75,153.5,282.2795917991642,1.818226034133103,628556.1428571428,1621535.880868755,4305009.0,7.0,94877.0,31625.666666666664,53894.39293037202,93855.0,23.0,4398864.0,1466288.0,2458846.168406434,4305009.0,325.0,0,0,0,0,136,136,0.9091130170665516,0.9091130170665516,0.0,935.0,138.0,315.64972675419824,99634.75,0,0,0,0,1,0,0,0,1.0,155.25,233.75,76.75,0,0,0,0,0,0,4,935,4,307,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
1336055,172.31.69.28-18.219.5.43-80-63768-6,172.31.69.28,80,18.219.5.43,63768,6,21/02/2018 11:51:39 PM,1288,4,3,935.0,339.0,935.0,0.0,233.75,467.50000000000006,339.0,0.0,113.0,195.72174125528312,989130.4347826086,5434.782608695652,214.66666666666663,273.6075047703675,711.0,6.0,1282.0,427.33333333333337,531.6073112113238,1033.0,38.0,1032.0,516.0,275.77164466275354,711.0,321.0,0,0,0,0,92,72,3105.590062111801,2329.192546583851,0.0,935.0,159.25,335.1463433018052,112323.07142857143,0,1,0,0,0,0,1,1,0.0,182.0,233.75,113.0,0,0,0,0,0,0,4,935,3,339,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
67084,172.31.69.25-18.216.24.42-80-57558-6,18.216.24.42,57558,172.31.69.25,80,6,20/02/2018 10:28:33,1603680,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,613.5887458999998,4.364960591,267280.0,654526.2047,1603326.0,3.0,310.0,155.0,214.96046150000004,307.0,3.0,1603673.0,534557.6667,925580.5375,1603326.0,37.0,0,0,0,0,72,92,1.870697396,2.494263195,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
57580,172.31.69.28-18.219.5.43-80-57862-6,18.219.5.43,57862,172.31.69.28,80,6,21/02/2018 11:42:22 PM,15001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.3244450369975,15001.0,0.0,15001.0,15001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,66.66222251849878,66.66222251849878,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32738,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
896531,172.31.69.28-18.218.11.51-80-60096-6,18.218.11.51,60096,172.31.69.28,80,6,22/02/2018 12:13:33 AM,2489,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.5355564483729,2489.0,0.0,2489.0,2489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,401.7677782241864,401.7677782241864,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32738,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
1709437,172.31.69.28-52.14.136.135-80-51634-6,172.31.69.28,80,52.14.136.135,51634,6,22/02/2018 12:08:17 AM,1368,4,3,935.0,339.0,935.0,0.0,233.75,467.50000000000006,339.0,0.0,113.0,195.72174125528312,931286.5497076022,5116.959064327485,228.0,325.5389377632114,848.0,5.0,1363.0,454.33333333333337,603.7899745220464,1144.0,21.0,1141.0,570.5,392.4442635585338,848.0,293.0,0,0,0,0,92,72,2923.9766081871344,2192.9824561403507,0.0,935.0,159.25,335.1463433018052,112323.07142857143,0,1,0,0,0,0,1,1,0.0,182.0,233.75,113.0,0,0,0,0,0,0,4,935,3,339,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
853831,172.31.69.28-52.14.136.135-80-58010-6,52.14.136.135,58010,172.31.69.28,80,6,22/02/2018 12:11:23 AM,5597,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.3342862247632,5597.0,0.0,5597.0,5597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,178.66714311238158,178.66714311238158,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32738,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2693108,172.31.69.25-18.219.193.20-80-48836-6,172.31.69.25,80,18.219.193.20,48836,6,16/02/2018 11:21:29 PM,4460853,4,4,935.0,316.0,935.0,0.0,233.75,467.50000000000006,316.0,0.0,79.0,158.0,280.43963788988344,1.7933789793118042,637264.7142857143,1655861.382205418,4392315.0,5.0,68531.0,22843.666666666664,21989.29688128598,43915.0,39.0,4436232.0,1478744.0,2523227.151276912,4392315.0,20148.0,0,0,0,0,136,136,0.8966894896559021,0.8966894896559021,0.0,935.0,139.0,316.2657110721932,100024.0,0,0,0,0,1,0,0,0,1.0,156.375,233.75,79.0,0,0,0,0,0,0,4,935,4,316,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
1835234,172.31.69.28-18.216.200.189-80-62016-6,172.31.69.28,80,18.216.200.189,62016,6,22/02/2018 12:14:31 AM,52367,4,3,935.0,273.0,935.0,0.0,233.75,467.50000000000006,273.0,0.0,91.0,157.61662348876789,23067.962648232668,133.6719689881032,8727.833333333332,20849.5980336952,51283.0,6.0,52352.0,17450.666666666664,29558.117570869315,51579.0,33.0,51588.0,25794.0,36046.88949132782,51283.0,305.0,0,0,0,0,92,72,76.38398227891612,57.287986709187095,0.0,935.0,151.0,330.8745986019477,109478.0,0,1,0,0,0,0,1,1,0.0,172.5714285714286,233.75,91.0,0,0,0,0,0,0,4,935,3,273,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2356658,172.31.69.25-18.219.193.20-80-53202-6,172.31.69.25,80,18.219.193.20,53202,6,16/02/2018 11:19:03 PM,4521033,4,4,935.0,311.0,935.0,0.0,233.75,467.50000000000006,311.0,0.0,77.75,155.5,275.600731071859,1.7695071015849697,645861.857142857,1634168.9293267112,4350419.0,7.0,170607.0,56869.0,60366.91124283237,120230.0,25.0,4470647.0,1490215.6666666665,2477725.5487711574,4350419.0,519.0,0,0,0,0,136,136,0.8847535507924847,0.8847535507924847,0.0,935.0,138.44444444444446,315.9201287948867,99805.52777777777,0,0,0,0,1,0,0,0,1.0,155.75,233.75,77.75,0,0,0,0,0,0,4,935,4,311,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
